Code;Year;CI;HP;Equipment;Automobile
HA;60;348;280;3x2B,TG;PA
HA;61;348;280;3x2B,TG;PA
HA;65;327;250;4B,MT;PA
HA;66;327;250;4B,MT;PA
HA;67;327;275;4B,MT;PA
HA;68;327;275;4B,MT;PA
HA;69;350;300;4B,MT;CA,CH,EC,NO
HAH;66;327;275;4B(Holley),MT;PA
HAR;66;327;275;4B(Rochester),MT;PA
HB;65;327;300;4B,MT;PA
HB;66;327;275;4B,AIR,MT;PA
HB;67;327;275;4B,AIR,MT;PA
HB;68;327;275;4B,HDC,MT;PA
HB;69;350;300;4B,TH;CA,CH,EC,NO
HC;65;327;250;4B,PG;PA
HC;66;327;275;4B,PG;PA
HC;67;327;275;4B,PG;PA
HC;68;327;275;4B,PG;PA
HC;69;350;250;2B,MT;CA,CH,EC,NO
HCH;66;327;275;4B(Holley),PG;PA
HCR;66;327;275;4B(Rochester),PG;PA
HD;65;327;300;4B,PG;PA
HD;66;327;350;4B,AIR,MT;CO
HD;67;327;350;4B,AIR,MT;CO
HD;69;350;250;2B,TH350;CA,CH,EC,NO,PA
HE;65;327;250;4B,MT;CO
HE;66;327;300;4B,MT;CO
HE;67;327;300;4B,MT;CO
HE;68;327;300;4B,MT;CO
HE;69;350;300;4B,PG;CA,CH,EC,NO
HF;65;327;300;4B,MT;CO
HF;66;327;275;4B,AIR,PG;PA
HF;67;327;275;4B,AIR,PG;PA
HF;68;327;275;4B,TH;PA
HF;69;350;250;2B,PG;CA,CH,EC,NO,PA
HF;78;350;170;4B,TH350;FB
HG;65;327;375;FI,MT;CO
HG;68;327;250;4B,PG;PA
HG;69;350;300;4B,MT;PA
HH;65;327;365;4B,MT;CO
HH;66;327;300;4B,AIR,MT;CO
HH;67;327;300;4B,AIR,MT;CO
HH;69;350;300;4B,TH400;PA
HI;65;327;250;4B,AC,MT;CO
HI;68;327;250;4B,MT;PA
HI;69;350;250;2B,MT;PA
HJ;65;327;300;4B,AC,MT;CO
HJ;68;327;250;4B,PG;PA
HJ;69;350;250;2B,TH400;PA
HJ;78;350;170;4B,TH350;FB
HJV;89;454;230;MT,TBI;TR
HK;65;327;365;4B,AC,MT;CO
HK;68;327;250;4B,PG;PA
HK;69;350;300;4B,PG;PA
HL;65;327;365;4B,MT,TI;CO
HL;68;327;250;2B,4S,HDC;PA
HL;69;350;250;2B,PG;PA
HL;78;350;170;4B,TH350;FB
HM;65;327;365;4B,AC,MT,TI;CO
HM;68;327;250;4B,TH;PA
HM;69;350;250;2B,TH350;PA
HN;65;327;375;FI,MT,TI;CO
HN;68;327;250;4B,PG;PA
HN;69;350;300;4B,TH350;PA
HO;65;327;250;4B,PG;CO
HO;66;327;300;4B,PG;CO
HO;67;327;300;4B,PG;CO
HO;68;327;300;4B,TH400;CO
HO;69;350;300;4B,MT;PA
HP;65;327;300;4B,PG;CO
HP;66;327;350;4B,AC,MT,PS;CO
HP;67;327;350;4B,AC,MT,PS;CO
HP;68;327;350;4B,AC,MT,PS;CO
HP;69;350;300;4B,MT;PA
HQ;65;327;250;4B,AC,PG;CO
HQ;69;350;255;4B,MT;CA,NO
HR;65;327;300;4B,AC,PG;CO
HR;66;327;300;4B,AIR,PG;CO
HR;67;327;300;4B,AIR,PG;CO
HR;69;350;255;4B,PG;CA,CH,EC,NO
HR;78;350;170;4B,TH350;FB
HS;69;350;255;4B,TH;CA,CH,EC,NO
HT;65;327;350;4B,MT;CO
HT;66;327;350;4B,MT;CO
HT;67;327;350;4B,MT;CO
HT;68;327;350;4B,MT;CO
HT;69;350;255;4B,MT;PA
HU;65;327;350;4B,AC,MT;CO
HU;69;350;255;4B,PG;PA
HV;65;327;350;4B,MT,TI;CO
HV;69;350;255;4B,TH350;PA
HW;65;327;350;4B,AC,MT,TI;CO
HW;69;350;350;4B,MT;CO
HX;69;350;350;4B,AC,MT;CO
HY;69;350;300;4B,MT;CO
HZ;69;350;300;4B,TH400;CO
IA;65;396;325;4B,MT;PA
IA;66;396;325;4B,MT;PA
IA;67;396;325;4B,MT;PA
IA;68;396;325;4B,MT;PA
IA;69;350;255;4B,TH400;PA
IAH;66;396;325;4B(Holley),MT;PA
IAR;66;396;325;4B(Rochester),MT;PA
IB;66;396;325;4B,4S,AIR;PA
IB;67;396;325;4B,4S,AIR;PA
IB;68;427;385;4B,PO,TH400;PA
IC;65;396;325;4B,MT,TI;PA
IC;66;396;325;4B,AIR,PG;PA
IC;67;396;325;4B,AIR,PG;PA
IC;68;427;385;4B,MT,PO;PA
ID;66;427;425;4B,MT;PA
ID;67;427;425;4B,MT;PA
ID;68;427;425;4B,MT;PA
IE;65;396;425;4B,MT;PA
IE;67;427;385;4B,MT;PA
IE;68;427;385;4B,MT;PA
IF;65;396;425;4B,MT,TI;CO
IF;67;427;385;4B,AIR,TH400;PA
IF;68;396;325;4B,HDC,MT,PO;PA
IG;65;396;325;4B,PG;PA
IG;66;396;325;4B,PG;PA
IG;67;396;325;4B,PG;PA
IG;68;396;325;4B,PG;PA
IGH;66;396;325;4B(Holley),PG;PA
IGR;66;396;325;4B(Rochester),PG;PA
IH;66;427;390;4B,MT;PA
IH;67;427;385;4B,MT;PA
IH;68;427;385;4B,MT;PA
II;65;396;325;4B,PG,TI;PA
II;66;427;390;4B,AIR,MT;PA
II;67;427;385;4B,AIR,MT;PA
IJ;66;427;390;4B,TH400;PA
IJ;67;427;385;4B,TH400;PA
IJ;68;427;385;4B,TH400;PA
IJ;409;4B;MR
IK;66;427;425;4B,MT;CO
IK;67;427;425;4B,AIR,MT;PA
IK;68;396;325;4B,MT,PO;PA
IL;66;427;390;4B,MT;CO
IL;67;427;390;4B,MT;CO
IL;68;427;390;4B,MT;CO
IL;69;350;250;2B,MT,TX;PA
IM;66;427;390;4B,AIR,MT;CO
IM;67;427;390;4B,AIR,MT;CO
IM;68;427;400;3x2B,4S;CO
IM;69;350;250;2B,PG,TX;PA
IN;66;396;325;4B,AIR,TH400;PA
IN;67;396;325;4B,AIR,TH400;PA
IN;68;396;325;4B,PG,PO;PA
IN;69;350;250;2B,TH350,TX;PA
IO;66;427;390;4B,AIR,TH400;PA
IO;67;427;385;4B,AIR,TH400;PA
IO;68;427;400;3x2B,TH400;CO
IP;66;427;425;4B,MT;CO
IP;69;350;250;2B,TH400,TX;PA
IQ;66;427;390;4B,PG;CO
IQ;67;427;390;4B,PG;CO
IQ;68;427;390;4B,TH400;CO
IQ;69;350;300;4B,MT,TX;PA
IR;66;427;390;4B,AIR,PG;CO
IR;67;427;390;4B,AIR,PG;CO
IR;68;427;435;3x2B,MT;CO
IR;69;350;300;4B,MT,TX;PA
IS;67;427;385;4B,TH400;PA
IS;68;427;385;4B,TH400;PA
IS;69;350;300;4B,PG,TX;PA
IT;67;427;430;4B,AH,HD(L88),MT;CO
IT;68;427;430;4B,AH,HD(L88),MT;CO
IT;69;350;300;4B,TH350,TX;PA
IU;67;427;435;3x2B,AH,MT;CO
IU;68;427;435;3x2B,AH,MT;CO
IV;65;396;325;4B,TH400;PA
IV;66;396;325;4B,TH400;PA
IV;67;396;325;4B,TH400;PA
IV;68;396;325;4B,TH400;PA
IV;69;350;300;4B,TH400,TX;PA
IVH;66;396;325;4B(Holley),TH400;PA
IVR;66;396;325;4B(Rochester),TH400;PA
IW;65;396;325;4B,TH400,TI;PA
IW;69;350;255;4B,MT,TX;PA
IX;65;396;375;4B,4S;CH,EC
IX;67;427;385;4B,4S,AIR,SS;PA
IX;69;350;255;4B,PG,TX;PA
IY;65;396;375;4B,MT;CH
IY;69;350;255;4B,TH350,TX;PA
IZ;69;350;255;4B,TH400,TX;PA
J;64;283;195;2B,3S;CH,EC
JA;64;283;195;2B,4S;CH,EC
JA;65;409;400;4B,MT;PA
JA;67;427;435;3x2B,AIR,MT;CO
JA;69;396;325;4B,MT;CH,EC
JB;56;265;155;2B,PG;TR;6000;Series
JB;65;409;340;4B(Rochester),MT;PA
JB;69;396;325;4B,PG;CA
JC;65;409;340;4B,4S,TI;PA
JC;67;427;400;3x2B,MT;CO
JC;69;396;350;4B,MT;CH,EC
JD;64;283;195;2B,PG;CH,EC
JD;65;409;400;4B,4S,TI;PA
JD;67;427;400;3x2B,PG;CO
JD;69;396;375;4B,MT;CH,EC
JE;65;409;340;4B,PG;PA
JE;67;427;435;3x2B,MT;CO
JE;69;396;350;4B,TH400;CH,EC
JF;65;409;340;4B,PG,TI;PA
JF;67;427;400;3x2B,AIR,MT;CO
JF;69;396;350;4B,MT;CA,NO
JG;64;283;220;4B,PG;CH,EC
JG;67;427;400;3x2B,AIR,PG;CO
JG;69;396;325;4B,TH400;CA
JH;64;283;220;4B,3S;CH,EC
JH;67;427;435;4B,AH,AIR,MT;CO
JH;69;396;375;4B,MT;CA,NO
JI;69;396;350;4B,TH400;CA,NO
JJ;69;396;375;4B,AH,MT;CA
JK;69;396;325;4B,TH400;CH,EC
JL;69;396;375;4B,TH400;CA,NO
JM;69;396;375;4B,AH,TH400;CA,NO
JN;69;396;265;2B,MT;PA
JO;69;396;265;2B,PO,TH400;PA
JP;69;396;265;2B,PO;PA
JQ;64;327;250;4B,MT;CH,EC
JQ;69;396;265;2B,TH400;PA
JR;64;327;300;4B,4S;CH,EC
JR;69;396;265;2B,MT,PO;PA
JS;64;327;365;4B,MT;CH,EC
JT;64;327;250;4B,MT,TI;CH,EC
JT;69;396;265;2B,MT;PA
JU;69;396;325;4B,PG;CA,NO
JV;69;396;325;4B,MT;CH,EC
K;56;265;155;2B,MT;TR;7000;Series
KA;56;265;155;2B,PG;TR;7000;Series
KA;69;396;350;4B,MT;CA,NO
KB;69;396;350;4B,MT;CH,EC
KC;56;265;155;2B,AOHB;TR;7000;Series
KC;69;396;375;4B,MT;CA,NO
KD;56;265;155;2B,AOHB,PG;TR;7000;Series
KD;69;396;375;4B,MT;CH,EC
KE;56;265;4B,MT;TR;7000;Series
KE;67;327;275;4B,4S;PA
KE;69;396;375;4B,AH,MT;CA,NO
KF;56;265;4B,PG;TR;7000;Series
KF;69;396;375;4B,TH400;CH,EC
KG;56;265;4B,AOHB,PG;TR;7000;Series
KG;69;396;325;4B,MT;CH,EC
KH;56;265;4B,AOHB,MT;TR;7000;Series
KH;66;327;350;4B,AC,AIR,MT,PS;CO
KH;67;327;350;4B,AC,AIR,MT,PS;CO
KH;69;396;325;4B,TH400;CH,EC
KI;69;396;325;4B,MT;CH,EC
KL;67;327;275;4B,TH;PA
KM;67;327;275;4B,AIR,TH;PA
L;56;265;162;2B,MT;TR;8000;Series
L;57;265;162;2B,MT;TR;31-32-36-38-
40
LA;56;265;162;2B,PG;TR;8000;Series
LA;57;265;155;2B,AT;TR;31-32-36-38-
40
LA;69;427;390;4B,MT;PA
LB;57;265;155;2B,HDC,MT;TR;31-32-36-38-
40
LB;65;396;325;4B,PG;PA
LB;69;427;335;4B,MT;PA
LC;56;265;162;2B,AOHB,MT;TR;8000;Series
LC;65;396;325;4B,TH;PA
LC;69;427;390;4B,TH400;PA
LD;56;265;162;2B,AOHB,PG;TR;8000;Series
LD;69;427;425;4B,MT;PA
LE;56;265;4B,MT;TR;8000;Series
LE;69;427;335;4B,TH400;PA
LF;56;265;4B,PG;TR;8000;Series
LF;65;396;325;4B,MT;PA
LF;69;427;390;4B,PO,TH;PA
LG;56;265;4B,AOHB,MT;TR;8000;Series
LG;69;427;390;4B,MT,PO;PA
LH;56;265;4B,AOHB,PG;TR;8000;Series
LH;69;427;390;4B,MT;PA
LI;69;427;335;4B,TH400;PA
LJ;69;427;335;4B,PO,TH400;PA
LK;69;427;335;4B,MT,PO;PA
LL;69;427;390;4B,TH400;CO
LM;69;427;390;4B,MT;CO
LN;69;427;400;3x2B,TH400;CO
LO;69;427;430;4B,HD(L88),MT;CO
LP;69;427;435;3x2B,4S,AH;CO
LQ;69;427;400;3x2B,4S;CO
LR;69;427;435;3x2B,4S;CO
LS;69;427;425;4B,TH400;PA
LT;69;427;435;3x2B,HDC,MT;CO
LU;69;427;435;3x2B,AH,HDC,MT;CO
LV;69;427;430;4B,HD(L88),TH400;CO
LW;69;427;435;3x2B,AH,TH400;CO
LX;69;427;435;3x2B,TH400;CO
LY;69;427;335;4B,MT,PO;PA
LZ;69;427;390;4B,MT,PO;PA
M;56;265;155;2B,HDC,MT;TR;31-3200
Series
M;57;265;155;2B,HDC,MT;TR;34-35-3700
M;58;283;160;2B,MT;TR;31-32-36-38-
40
M;59;283;160;2B,MT;TR
M;60;283;160;2B,MT;TR
M;61;283;160;2B,MT;TR
M;62;283;160;2B,MT;TR
M;63;283;175;2B,MT;TR
M;64;283;175;2B,MT;TR
MA;56;265;155;2B,MT;TR;3600;Series
MA;58;283;160;2B,AT;TR;31-32-36-38-
41
MA;59;283;160;2B,AT;TR
MA;60;283;160;2B,AT;TR
MA;61;283;160;2B,AT;TR
MA;62;283;160;2B,AT;TR
MA;63;283;175;2B,PG;TR
MA;64;283;175;2B,PG;TR
MA;67;327;210;2B,MT;CA
MA;68;327;210;2B,MT;CA
MA;69;427;335;4B,MT;PA
MB;56;265;155;2B,MT;TR;3800;Series
MB;58;283;160;2B,HDC,MT;TR;31-32-36-38-
40
MB;67;327;210;2B,AIR,MT;CA
MB;68;307;200;2B,MT;NO
MB;69;427;390;4B,MT,PO;PA
MC;56;265;155;2B,HDC,MT;TR;4000;Series
MC;68;307;200;2B,MT;NO
MC;69;427;390;4B,MT;PA
MC;78;350;170;4B,TH350;PN
MD;67;283;195;2B,4S;CA
MD;68;307;200;2B,PG;NO
MD;69;427;425;4B,MT;PA
ME;67;327;210;2B,PG;CA
ME;68;327;210;2B,PG;CA
ME;69;427;430;4B,MT,ZL1;CO
MF;67;327;210;2B,AIR,PG;CA
MG;69;427;430;4B,TH400,ZL1;CO
MH;69;427;390;4B,MT,TI;CO
MI;69;427;390;4B,TH400,TI;CO
MJ;67;283;195;2B,PG;CA
MJ;69;427;400;3x2B,TH400,TI;CO
MK;67;327;275;4B,MT;CA
MK;68;327;275;4B,MT;NO
MK;69;427;400;3X2B,MT,TI;CO
ML;67;327;275;4B,AIR,MT;CA
ML;68;327;275;4B,MT;NO
ML;69;427;430;4B,MT,ZL1;CA
MM;67;327;275;4B,PG;CA
MM;68;327;275;4B,PG;NO
MM;69;427;430;4B,TH400,ZL1;CA
MN;67;327;275;4B,AIR,PG;CA
MN;68;350;295;4B,PG;NO
MN;69;427;425;4B,MT;CA
MO;67;302;290;4B,MT,Z28;CA
MO;68;302;290;4B,MT,Z28;CA
MO;69;427;425;4B,TH400;CA
MP;67;302;290;4B,AIR,MT,Z28;CA
MQ;67;396;375;4B,MT;CA
MQ;68;396;375;4B,MT;CA,NO
MR;67;396;375;4B,4S,AIR;CA
MR;68;396;350;4B,TH400;CA,NO
MR;69;427;430;4B,HD(L88),MT;CO
MS;67;350;295;4B,MT;CA
MS;68;350;295;4B,MT;CA,NO
MT;67;350;295;4B,AIR,MT;CA
MT;68;396;375;4B,AH;CA
MU;67;350;295;4B,PG;CA
MU;68;350;295;4B,PG;CA,NO
MV;67;350;295;4B,AIR,PG;CA
MW;67;396;325;4B,AT,MT;CA
MW;68;396;325;4B,AT,MT;CA
MX;64;283;175;2B,MT;TR
MX;67;396;325;4B,AIR,MT;CA
MX;68;396;350;4B,MT;CA,NO
MY;64;283;175;2B,PG;TR
MY;67;396;325;4B,TH;CA
MY;68;396;325;4B,TH;CA
MZ;67;396;325;4B,AIR,TH;CA
N;57;283;160;2B,MT;TR;5000;Series
N;58;283;160;2B,MT;TR;5000;Series
N;59;283;160;2B,MT;TR
N;60;283;160;2B,MT;TR
N;61;283;160;2B,MT;TR
NA;57;283;160;2B,AT;TR;5000;Series
NA;58;283;2B,AT;TR;5000;Series
NC;57;283;4B,MT;TR;5000;Series
NC;58;283;2B,AOHB,MT;TR;5000;Series
ND;57;283;4B,AT;TR;5000;Series
ND;58;283;2B,AOHB,AT;TR;5000;Series
O3N;78;305;135;2B;FB
O3T;78;350;170;4B,TH350;FB
P;57;283;160;2B,MT;TR;6000;Series
P;58;283;160;2B,MT;TR;6000;Series
P;59;283;160;2B,MT;TR
P;60;283;160;2B,MT;TR
P;61;283;160;2B,MT;TR
PA;57;283;160;2B,AT;TR;6000;Series
PA;58;283;160;2B,AT;TR;6000;Series
PAF;91;350;210;MT,TBI;TR
PB;65;283;220;4B,AC,PG;NO
PC;57;283;4B,;MT;TR;6000;Series
PC;58;283;2B,AOHB,MT;TR;6000;Series
PCH;91;454;230;MT,TBI;TR
PCJ;91;454;230;MT,TBI;TR
PCK;91;454;230;MT,TBI;TR
PCL;91;454;230;MT,TBI;TR
PCN;91;454;230;MT,TBI;TR
PCS;91;454;230;MT,TBI;TR
PCT;91;454;230;MT,TBI;TR
PD;57;283;4B,AT;TR;6000;Series
PD;58;283;2B,AOHB,AT;TR;6000;Series
PD;65;283;195;2B,MT;NO
PD;66;283;195;2B,MT;NO
PD;67;283;195;2B,MT;NO
PDH;91;454;230;MT,TBI;TR
PDJ;91;454;230;MT,TBI;TR
PE;65;283;220;4B,MT;NO
PE;66;283;195;2B,3S,AIR;NO
PE;67;283;195;2B,3S,AIR;NO
PF;65;283;195;2B,3S,AC;NO
PF;66;283;195;2B,3S,AC;NO
PF;67;283;195;2B,3S,AC;NO
PG;65;283;220;4B,AC,MT;NO
PG;66;283;195;2B,3S,AC,AIR;NO
PH;78;305;145;2B,TH350;PN
PHC;88;350;195;MT,TBI;TR
PHD;88;350;195;MT,TBI;TR
PHF;88;350;195;MT,TBI;TR
PHH;88;350;195;MT,TBI;TR
PHJ;88;350;195;FWD,MT,TBI;TR
PHK;88;350;195;FWD,MT,TBI;TR
PHL;88;350;195;MT,TBI;TR
PHM;88;350;195;MT,TBI;TR
PJC;88;350;195;MT,TBI;TR
PJF;88;350;195;MT,TBI;TR
PJJ;88;350;195;MT,TBI;TR
PJL;88;350;195;MT,TBI;TR
PK;65;283;220;4B,PG;NO
PK;66;283;220;4B,PG;NO
PKA;88;350;160;4B,MT;TR
PKD;88;350;160;4B,FWD,MT;TR
PKJ;88;350;160;4B,FWD,MT;TR
PKM;88;350;160;4B,FWD,MT;TR
PKN;88;350;160;4B,MT;TR
PKP;88;350;160;4B,MT;TR
PL;65;283;195;2B,4S;NO
PL;66;283;195;2B,4S;NO
PL;67;283;195;2B,4S;NO
PLA;88;454;230;MT,TBI;TR
PLB;88;454;230;MT,TBI;TR
PLC;88;454;230;4B,MT;TR
PLF;88;454;230;4B,MT;TR
PLH;88;454;230;MT,TBI;TR
PLJ;88;454;230;4B,MT;TR
PLK;88;454;230;4B,MT;TR
PLL;88;454;230;4B,MT;TR
PLM;88;454;230;4B,MT;TR
PM;65;283;195;2B,4S,AC;NO
PM;66;283;195;2B,4S,AC;NO
PM;67;283;195;2B,4S,AC;NO
PN;65;283;195;2B,PG;NO
PN;66;283;195;2B,PG;NO
PN;67;283;195;2B,PG;NO
PNA;88;305;165;MT,TBI;TR
PNB;88;350;160;4B,MT;TR
PNH;88;305;165;MT,TBI;TR
PNL;88;305;165;MT,TBI;TR
PNM;88;305;165;MT,TBI;TR
PO;65;283;195;2B,PG;NO
PO;66;283;195;2B,AC,AIR,PG;NO
PP;65;283;195;2B,AC,PG;NO
PP;66;283;195;2B,AC,PG;NO
PP;67;283;195;2B,AC,PG;NO
PPH;91;454;230;MT,TBI;TR
PPJ;91;454;230;MT,TBI;TR
PPK;91;454;230;MT,TBI;TR
PQ;66;283;195;2B,4S,AIR;NO
PQ;67;283;195;2B,4S,AIR;NO
PS;66;283;195;2B,4S,AC,AIR;NO
PSH;91;454;230;MT,TBI;TR
PSJ;91;454;230;MT,TBI;TR
PSK;91;454;230;MT,TBI;TR
PSL;91;454;230;MT,TBI;TR
PSN;91;454;230;MT,TBI;TR
PSP;91;454;230;MT,TBI;TR
PU;66;283;195;2B,AIR,PG;NO
PU;67;283;195;2B,AIR,PG;NO
PX4;79;305;150;2B,AT;FB
PX6;79;305;150;2B,AT;FB
PXP;79;305;150;2B,AT;FB
PXR;79;305;150;2B,AT;FB
PZ;78;305;145;2B,TH350;PN
Q;61;409;360;4B,HLC,MT;PA
QA;61;409;360;4B,4S,HLC;PA
QA;62;409;380;4B,MT;PA
QA;63;409;400;4B,MT;PA
QA;64;409;400;4B,MT;PA
QA;66;283;220;4B,AC,AIR,PG;NO
QB;62;409;409;2x4B,MT;PA
QB;63;409;425;2x4B,MT;PA
QB;64;409;425;2x4B,MT;PA
QB;66;283;220;4B,AC,MT;NO
QC;63;409;340;4B(Rochester),MT;PA
QC;64;409;340;4B(Rochester),MT;PA
QC;66;283;220;4B,AIR,MT;NO
QD;62;409;252;4B,MT;TR
QD;63;409;252;4B,MT;TR
QD;64;409;252;4B,MT;TR
QD;65;409;252;4B,MT;TR
QD;66;283;220;4B,AIR,PG;NO
QE;62;409;252;4B,MT;TR
QE;63;409;252;4B,MT;TR
QE;64;409;252;4B,MT;TR
QE;65;409;252;4B,MT;TR
QE;66;283;220;4B,AC,AIR,PG;NO
QF;66;283;220;4B,AC,AIR,MT;NO
QG;63;409;340;4B(Rochester),PG;PA
QG;64;409;340;4B(Rochester),PG;PA
QJ;63;409;252;4B,AT;TR
QJ;64;409;252;4B,AT;TR
QJ;65;409;252;4B,AT;TR
QM;63;427;435;2x4B,4S,Z11;PA
QN;64;409;400;4B,TI,MT;PA
QP;64;409;425;2x4B,MT,TI;PA
QQ;64;409;340;4B,MT,TI;PA
QR;64;409;340;4B,PG,TI;PA
R;57;283;160;2B,MT;TR;7000;Series
R;58;283;175;4B,MT;TR;5000-7000
R;59;283;175;4B,MT;TR
R;62;327;250;4B,MT;PA
R;63;327;250;4B,MT;PA
R;64;327;250;4B,MT;PA
RA;57;283;160;2B,AT;TR;7000;Series
RA;58;283;175;4B,AT;TR;5000-7000
RA;62;327;250;4B,AC,MT;PA
RA;63;327;250;4B,AC,MT;PA
RB;62;327;300;4B,MT;PA
RB;63;327;300;4B,MT;PA
RB;64;327;300;4B,MT;PA
RC;58;283;175;4B,AOHB,MT;TR;5000-7000
RC;62;327;250;4B,MT;CO
RC;63;327;250;4B,MT;CO
RD;58;283;175;4B,AOHB,AT;TR;5000-7000
RC;64;327;250;4B,MT;CO
RD;57;283;160;2B,AOHB,MT;TR;7000;Series
RD;62;327;300;4B,MT;CO
RD;63;327;300;4B,MT;CO
RD;64;327;300;4B,MT;CO
RE;57;283;160;2B,AOHB,AT;TR;7000;Series
RE;62;327;340;4B,MT;CO
RE;63;327;340;4B,MT;CO
RE;64;327;365;4B,MT;CO
RF;57;283;4B,MT;TR;7000;Series
RF;62;327;360;FI,MT;CO
RF;63;327;360;FI,MT;CO
RF;64;327;375;FI,MT;CO
RG;57;283;4B,AT;TR;7000;Series
RH;57;283;4B,AOHB,AT;TR;7000;Series
RJ;57;283;4B,AOHB,MT;TR;7000;Series
RK;63;327;300;4B,AC,MT;PA
RP;64;327;250;4B,AC,MT;CO
RQ;64;327;300;4B,AC,MT;CO
RR;64;327;365;4B,AC,MT;CO
RS;64;327;230;4B,LC;PA
RT;64;327;365;4B,MT,TI;CO
RU;64;327;365;4B,AC,MT,TI;CO
RU;78;305;145;2B,TH350;PN
RX;64;327;375;FI,MT,TI;CO
S;57;283;160;2B,MT;TR;8000;Series
S;58;283;175;4B,MT;TR;6000-8000
S;59;283;175;4B,MT;TR
S;62;327;250;4B,PG;PA
S;63;327;250;4B,PG;PA
S;64;327;250;4B,PG;PA
SA;58;283;175;4B,AT;TR;6000-8000
SA;62;327;250;4B,AC,PG;PA
SA;63;327;250;4B,AC,PG;PA
SB;62;327;300;4B,PG;PA
SB;63;327;300;4B,PG;PA
SB;64;327;300;4B,PG;PA
SC;57;283;160;2B,AT;TR;8000;Series
SC;58;283;2B,AOHB,AT;TR;6000-8000
SC;62;327;250;4B,PG;CO
SC;63;327;250;4B,PG;CO
SC;64;327;250;4B,PG;CO
SD;57;283;160;2B,AOHB,MT;TR;8000;Series
SD;58;283;160;2B,AOHB,MT;TR;6000-8000
SD;62;327;300;4B,PG;CO
SD;63;327;300;4B,PG;CO
SD;64;327;300;4B,PG;CO
SDA;84;305;150;4B,AT;CA,MA,MC,PA
SDA;87;305;165;4B,AT;CH,GP
SDA;87;305;150;4B,AT;PA
SDB;87;305;165;4B,AT;CA,FB,GP
SDC;87;305;165;4B,AT;CH,GP
SDC;87;305;150;4B,AT;PA
SDD;87;305;190;4B,AT;CA,FB
SDF;87;305;180;4B,AT,SS;MC
SDH;84;305;150;4B,AT;CA,MA,MC,PA
SDJ;84;305;150;4B,AT;CA,MA,MC,PA
SDK;87;305;190;4B,AT;CA,FB
SDN;84;305;150;4B,AT;CA,MA,MC,PA
SDR;84;305;150;4B,AT;CA,MA,MC,PA
SDS;84;305;150;4B,AT;CA,MA,MC,PA
SDU;84;305;150;4B,AT;CA,MA,MC,PA
SE;57;283;160;2B,AOHB,AT;TR;8000;Series
SF;57;283;4B,MT;TR;8000;Series
SFA;87;350;170;4B,AT,PO;PA
SFA;88;350;170;4B,AT,PO;PA
SFC;87;305;165;4B,AT;CH,GP
SFC;87;305;150;4B,AT;PA
SFD;87;305;165;4B,AT;CH,FB,GP
SFD;87;305;150;4B,AT;PA
SFF;87;305;165;4B,AT;CH,GP
SFF;87;305;150;4B,AT;PA
SFJ;87;305;180;4B,AT;MC
SFL;87;305;190;AT,TPI;CA
SFP;87;305;190;AT,TPI;CA
SFS;87;305;190;AT,TPI;CA,FB
SG;57;283;4B,AT;TR;8000;Series
SG;63;327;300;4B,AC,PG;PA
SH;57;283;4B,AOHB,AT;TR;8000;Series
SJ;57;283;4B,AOHB,MT;TR;8000;Series
SK;64;327;250;4B,AC,PG;CO
SL;64;327;300;4B,AC,PG;CO
SNA;87;350;225;AT,TPI;CA,FB
SNB;87;350;225;AT,TPI;CA,FB
SR;64;327;250;4B,PG;CH,EC
SRL;87;305;190;AT,TPI;FB
SS;64;327;300;4B,PG;CH,EC
SUF;84;305;190;4B,AT;CA,FB
SUF;84;305;180;4B,AT,SS;MC
SUH;84;305;190;4B,AT;CA
SUH;84;305;180;4B,AT,SS;MC
SUI;84;305;190;4B,SS;MC
SUJ;84;305;190;4B,AT;CA
SUJ;84;305;180;4B,AT,SS;MC
SXA;84;305;190;4B,AT;CA
SXA;84;305;180;4B,AT,SS;MC
T;58;348;230;4B,MT;TR;7000-9000
T;59;348;230;4B,MT;TR
TA;58;348;230;4B,AT;TR;9000;Series
T5A;84;350;155;4B;TR
T5B;84;350;155;4B;TR
T5C;84;350;155;4B;TR
T6H;82;350;165;4B;TR
T6J;82;350;165;4B;TR
T6K;82;350;165;4B;TR
T6M;82;350;165;4B;TR
T8A;85;350;160;4B,MT;TR
T8B;85;350;160;4B,MT;TR
T8C;85;350;160;4B,MT;TR
T9N;85;305;165;4B,AT;CA,FB
T9P;85;305;165;4B,AT;CA,FB
T9R;85;305;165;4B,AT;CA,FB
T9S;85;305;165;4B,AT;CA,FB
T9U;86;305;165;4B,AT;CA,CH
T9U;86;305;150;4B,AT;PA
T9W;86;305;165;4B,AT;CA,CH
T9W;86;305;150;4B,AT;PA
TA;58;348;230;4B,AT;TR
TA;59;348;230;4B,AT;TR
TAA;71;350;255;4B,PG;TR
TAB;71;350;255;4B,MT;TR
TAD;72;307;135;2B,MT;TR
TAH;70;307;200;2B,TH;TR
TAH;72;307;135;2B,TH;TR
TAI;70;307;200;2B,PG;TR
TAJ;70;307;200;2B,PG;TR
TAJ;72;307;135;2B,TH;TR
TAK;70;307;200;2B,TH;TR
TAK;72;307;135;2B,MT;TR
TAL;70;307;200;2B,TH;TR
TAL;72;307;135;2B,TH400;TR
TAM;70;307;200;2B,MT;TR
TAN;70;307;200;2B,3S;TR
TAO;70;307;200;2B,TH;TR
